0.18182,-47.285,1.7557,0.96729
0.36364,-47.282,1.7557,0.96731
0.54545,-47.29,1.7555,0.96729
0.72727,-47.312,1.7563,0.9673
0.90909,-47.532,1.7604,0.96671
1.0909,-47.496,1.7785,0.96618
1.2727,-47.132,1.7928,0.96516
1.4545,-46.96,1.8023,0.96515
1.6364,-46.685,1.8166,0.96546
1.8182,-46.43,1.8306,0.96562
2,-46.274,1.8399,0.96579
2.1818,-10.525,2.9121,0.62187
2.3636,-45.761,1.8678,0.96614
2.5455,-45.591,1.8773,0.96629
2.7273,-45.315,1.8914,0.96665
2.9091,-45.188,1.9006,0.96677
3.0909,-44.899,1.9151,0.96684
3.2727,-44.64,1.929,0.96741
3.4545,-44.466,1.9382,0.96745
3.6364,-44.191,1.9525,0.96775
3.8182,-44.098,1.965,0.96957
4,-43.831,1.9791,0.96978
4.1818,-43.631,1.9885,0.97013
4.3636,-43.389,2.0025,0.9706
4.5455,-43.114,2.0166,0.97091
4.7273,-42.924,2.026,0.97126
4.9091,-42.648,2.04,0.97162
5.0909,-42.39,2.054,0.9721
5.2727,-42.201,2.0633,0.97245
5.4545,-41.943,2.0776,0.97273
5.6364,-41.65,2.0915,0.97317
5.8182,-41.462,2.1009,0.97361
6,-41.183,2.1151,0.97406
6.1818,-40.928,2.1291,0.97462
6.3636,-40.644,2.1433,0.97505
6.5455,-40.428,2.1528,0.97551
6.7273,-40.169,2.1668,0.97603
6.9091,-39.86,2.1809,0.97683
7.0909,-39.675,2.1903,0.97715
7.2727,-39.399,2.2043,0.9778
7.4545,-39.008,2.2178,0.97732
7.6364,-38.74,2.2319,0.97772
7.8182,-38.54,2.2413,0.97828
8,-38.269,2.2554,0.97894
8.1818,-37.978,2.2695,0.97954
8.3636,-37.683,2.2836,0.98027
8.5455,-37.48,2.2931,0.98064
8.7273,-37.203,2.3073,0.98135
8.9091,-37.014,2.3166,0.98177
9.0909,-36.698,2.3308,0.98259
9.2727,-36.413,2.3448,0.98332
9.4545,-36.101,2.3591,0.98425
9.6364,-35.919,2.3684,0.98475
9.8182,-35.609,2.3827,0.98558
10,-35.305,2.397,0.98643
