0.19608,-35.619,2.9015,0.38664
0.39216,-35.625,2.9015,0.38653
0.58824,-35.615,2.9015,0.38663
0.78431,-35.642,2.8981,0.38686
0.98039,-35.63,2.8581,0.39845
1.1765,-35.687,2.8037,0.41462
1.3725,-35.789,2.7314,0.43623
1.5686,-35.705,2.6765,0.45104
1.7647,-35.756,2.6401,0.46178
1.9608,-35.827,2.5854,0.47805
2.1569,-35.863,2.5309,0.49421
2.3529,-35.927,2.4763,0.51031
2.549,-36.004,2.4219,0.52652
2.7451,-36.069,2.3673,0.54275
2.9412,-36.135,2.3126,0.55893
3.1373,-36.286,2.2771,0.56786
3.3333,-36.38,2.2227,0.5843
3.5294,-36.459,2.1686,0.60079
3.7255,-36.546,2.1143,0.61732
3.9216,-36.645,2.0604,0.63366
4.1176,-37.001,2.0049,0.65085
4.3137,-36.925,1.9517,0.66728
4.5098,-37.011,1.8979,0.68373
4.7059,-37.035,1.8612,0.69191
4.902,-37.086,1.8063,0.70865
5.098,-37.17,1.7521,0.72533
5.2941,-37.239,1.698,0.74174
5.4902,-37.589,1.6448,0.75923
5.6863,-37.594,1.5912,0.77595
5.8824,-37.549,1.5366,0.78992
6.0784,-37.593,1.5009,0.8009
6.2745,-37.788,1.4294,0.82261
6.4706,-37.925,1.3756,0.83898
6.6667,-38.012,1.34,0.8499
6.8627,-38.13,1.2868,0.86626
7.0588,-38.311,1.2335,0.88275
7.2549,-38.459,1.1803,0.89916
7.451,-38.616,1.1271,0.91559
7.6471,-38.775,1.0739,0.93208
7.8431,-38.973,1.0209,0.94857
8.0392,-39.168,0.96804,0.96517
8.2353,-39.355,0.91483,0.98183
8.4314,-39.745,0.86209,0.99774
8.6275,-39.959,0.82712,1.0093
8.8235,-40.014,0.7734,1.0258
9.0196,-40.216,0.71884,1.0374
9.2157,-40.457,0.64803,1.0601
9.4118,-40.631,0.59478,1.0772
9.6078,-40.788,0.5427,1.0936
9.8039,-40.993,0.48962,1.1106
10,-41.169,0.43717,1.1273
