0.17241,-8.066,2.0283,0.78063
0.34483,-8.083,2.0284,0.78073
0.51724,-8.075,2.0283,0.78067
0.68966,-8.004,2.029,0.78067
0.86207,-6.997,2.0422,0.77985
1.0345,-5.728,2.0595,0.77893
1.2069,-4.494,2.0766,0.77802
1.3793,-3.662,2.0882,0.7774
1.5517,-2.415,2.1056,0.7765
1.7241,-1.583,2.117,0.77567
1.8966,-0.322,2.1343,0.77497
2.069,0.494,2.1457,0.77432
2.2414,1.76,2.1629,0.77337
2.4138,3.094,2.1814,0.77336
2.5862,3.844,2.1929,0.77291
2.7586,5.054,2.2086,0.77072
2.931,5.884,2.2201,0.77025
3.1034,7.164,2.2374,0.76938
3.2759,7.995,2.2488,0.76877
3.4483,9.256,2.2662,0.76806
3.6207,10.483,2.2834,0.76719
3.7931,11.353,2.2951,0.76686
3.9655,12.626,2.3125,0.76613
4.1379,13.451,2.324,0.76567
4.3103,14.706,2.3413,0.76498
4.4828,15.546,2.3528,0.76466
4.6552,16.865,2.3693,0.76338
4.8276,18.133,2.3865,0.76266
5,18.947,2.3983,0.76229
5.1724,20.219,2.4153,0.76161
5.3448,21.058,2.4269,0.76098
5.5172,22.309,2.4443,0.76042
5.6897,23.551,2.4617,0.7597
5.8621,24.366,2.4729,0.75881
6.0345,25.665,2.4906,0.75826
6.2069,26.842,2.5075,0.7576
6.3793,27.686,2.5191,0.75729
6.5517,28.929,2.5364,0.7567
6.7241,30.288,2.5534,0.75621
6.8966,31.026,2.5657,0.75581
7.069,32.34,2.5823,0.7555
7.2414,33.185,2.5938,0.75516
7.4138,34.427,2.6109,0.75441
7.5862,35.209,2.6224,0.75423
7.7586,36.501,2.6392,0.75399
7.931,37.237,2.6507,0.7536
8.1034,38.555,2.6678,0.75321
8.2759,39.8,2.6851,0.75271
8.4483,40.639,2.6966,0.75232
8.6207,41.906,2.7137,0.75165
8.7931,42.714,2.7251,0.75135
8.9655,43.978,2.7426,0.75081
9.1379,44.814,2.7537,0.75043
9.3103,46.045,2.7709,0.74975
9.4828,46.902,2.7822,0.74946
9.6552,48.161,2.7993,0.74882
9.8276,49.011,2.8116,0.74731
10,50.302,2.8286,0.74689
