0.2,-43.06,2.3895,1.1708
0.4,-43.095,2.3894,1.1705
0.6,-43.084,2.3894,1.1707
0.8,-43.023,2.3896,1.1703
1,-43.053,2.3898,1.1662
1.2,-43.324,2.3899,1.1571
1.4,-43.519,2.3903,1.1502
1.6,-43.721,2.3903,1.1433
1.8,-43.903,2.3904,1.1366
2,-44.078,2.3907,1.1299
2.2,-44.263,2.3909,1.1232
2.4,-44.394,2.3915,1.1173
2.6,-44.478,2.3918,1.1131
2.8,-44.657,2.3919,1.1063
3,-44.806,2.392,1.0996
3.2,-44.98,2.3921,1.0929
3.4,-45.127,2.3925,1.0862
3.6,-45.301,2.3925,1.0795
3.8,-45.458,2.3928,1.0726
4,-45.601,2.3928,1.0661
4.2,-45.77,2.393,1.0594
4.4,-45.905,2.3932,1.0527
4.6,-46.052,2.3935,1.0461
4.8,-46.208,2.3936,1.0395
5,-46.338,2.3939,1.0328
5.2,-46.484,2.394,1.0263
5.4,-46.625,2.3942,1.0197
5.6,-46.698,2.3943,1.0154
5.8,-46.87,2.3947,1.0067
6,-46.974,2.3948,1.0024
6.2,-47.076,2.395,0.99578
6.4,-47.239,2.3953,0.98727
6.6,-47.356,2.3957,0.98083
6.8,-47.491,2.3959,0.97423
7,-47.595,2.3961,0.96787
7.2,-47.738,2.3962,0.96128
7.4,-47.834,2.3966,0.95498
7.6,-47.927,2.3969,0.94862
7.8,-48.051,2.3968,0.94223
8,-48.138,2.3972,0.93587
8.2,-48.227,2.3976,0.92944
8.4,-48.309,2.398,0.92339
8.6,-48.37,2.3982,0.91704
8.8,-48.455,2.3983,0.9128
9,-48.539,2.3987,0.90457
9.2,-48.611,2.3989,0.89851
9.4,-48.667,2.3993,0.89228
9.6,-48.695,2.3999,0.8863
9.8,-48.734,2.3999,0.88226
10,-48.798,2.4001,0.87603
