0.17857,147.84,1.5095,0.93132
0.35714,147.85,1.5094,0.93126
0.53571,147.84,1.5092,0.93119
0.71429,147.85,1.5096,0.93151
0.89286,147.76,1.5107,0.93181
1.0714,147.85,1.5141,0.93254
1.25,148.23,1.5194,0.93322
1.4286,148.65,1.5245,0.93407
1.6071,149.04,1.5299,0.93464
1.7857,149.29,1.5332,0.93518
1.9643,149.67,1.5386,0.93589
2.1429,149.93,1.5421,0.9363
2.3214,150.29,1.5473,0.9371
2.5,150.68,1.5527,0.9378
2.6786,151.07,1.5579,0.93865
2.8571,151.32,1.5615,0.93902
3.0357,151.68,1.5667,0.9397
3.2143,152.04,1.5721,0.94045
3.3929,152.3,1.5755,0.94098
3.5714,152.67,1.5807,0.94191
3.75,152.92,1.5842,0.94246
3.9286,153.31,1.5898,0.94333
4.1071,153.56,1.5934,0.94395
4.2857,153.93,1.5985,0.9447
4.4643,154.3,1.6038,0.94552
4.6429,154.68,1.6092,0.94648
4.8214,154.94,1.6129,0.9473
5,155.3,1.6182,0.94818
5.1786,155.63,1.6234,0.94898
5.3571,155.85,1.6269,0.94939
5.5357,156.22,1.6321,0.95025
5.7143,156.6,1.6374,0.95148
5.8929,156.81,1.641,0.95194
6.0714,157.08,1.6467,0.95591
6.25,157.43,1.652,0.95694
6.4286,157.67,1.6557,0.9575
6.6071,158,1.661,0.95862
6.7857,158.37,1.6664,0.95948
6.9643,158.72,1.6698,0.95883
7.1429,159.08,1.6751,0.95974
7.3214,159.47,1.6807,0.96041
7.5,159.82,1.6861,0.96145
7.6786,160.07,1.6896,0.96198
7.8571,160.41,1.6952,0.96294
8.0357,160.8,1.7007,0.96397
8.2143,161.01,1.7042,0.96462
8.3929,161.36,1.7095,0.96543
8.5714,161.62,1.7132,0.96638
8.75,161.96,1.7186,0.96741
8.9286,162.32,1.7241,0.96858
9.1071,162.55,1.7276,0.96945
9.2857,162.89,1.7331,0.97043
9.4643,163.29,1.7386,0.97155
9.6429,163.51,1.7422,0.9724
9.8214,163.86,1.7476,0.97347
10,164.22,1.7528,0.97441
