0.19608,82.308,3.2824,1.0648
0.39216,82.575,3.2832,1.0642
0.58824,82.315,3.2824,1.0648
0.78431,81.95,3.2817,1.0653
0.98039,79.076,3.277,1.0655
1.1765,75.879,3.2716,1.0662
1.3725,71.621,3.2646,1.0673
1.5686,68.419,3.2593,1.0682
1.7647,65.298,3.2535,1.0696
1.9608,62.148,3.2484,1.0704
2.1569,58.893,3.2435,1.0703
2.3529,56.756,3.2398,1.0707
2.549,53.602,3.2347,1.0713
2.7451,50.463,3.2296,1.072
2.9412,47.301,3.2244,1.0726
3.1373,45.176,3.2209,1.0731
3.3333,40.98,3.2143,1.0737
3.5294,38.845,3.2109,1.0742
3.7255,35.717,3.2058,1.0748
3.9216,32.534,3.2008,1.0753
4.1176,29.395,3.1955,1.0757
4.3137,26.219,3.1901,1.0766
4.5098,23.164,3.1857,1.0768
4.7059,21.058,3.1823,1.0772
4.902,17.924,3.1772,1.0775
5.098,14.792,3.1722,1.078
5.2941,11.656,3.1673,1.0784
5.4902,8.526,3.1622,1.0789
5.6863,5.433,3.1572,1.0791
5.8824,2.302,3.1524,1.0793
6.0784,-0.823,3.1473,1.0796
6.2745,-3.904,3.1423,1.0799
6.4706,-7.006,3.1373,1.0801
6.6667,-10.237,3.1321,1.0799
6.8627,-13.184,3.1274,1.0805
7.0588,-16.346,3.1224,1.0802
7.2549,-18.288,3.1192,1.0807
7.451,34.687,3.1313,0.78182
7.6471,-38.64,0.46057,0.5199
7.8431,-41.682,0.45593,0.52127
8.0392,-44.727,0.45114,0.52271
8.2353,-47.777,0.44624,0.52401
8.4314,-36.616,3.0888,1.0811
8.6275,-39.732,3.0843,1.0808
8.8235,-42.603,3.0793,1.0815
9.0196,-45.594,3.0744,1.0818
9.2157,-47.579,3.071,1.0817
9.4118,-51.588,3.0645,1.0819
9.6078,-53.694,3.0611,1.0812
9.8039,-57.698,3.0544,1.0813
10,-59.522,3.0512,1.0823
