0.17857,21.249,2.0124,0.90399
0.35714,21.249,2.0123,0.9041
0.53571,21.263,2.0123,0.90402
0.71429,21.103,2.0114,0.90409
0.89286,19.374,1.9971,0.90139
1.0714,16.485,1.9779,0.8975
1.25,13.66,1.9588,0.89427
1.4286,11.496,1.9455,0.89277
1.6071,8.615,1.9266,0.88876
1.7857,5.663,1.9087,0.88468
1.9643,2.792,1.89,0.88082
2.1429,0.874,1.8773,0.87821
2.3214,-1.975,1.8583,0.87426
2.5,-4.843,1.8392,0.87038
2.6786,-7.692,1.8202,0.86645
2.8571,-9.573,1.8077,0.86391
3.0357,-12.456,1.7887,0.8602
3.2143,-15.296,1.769,0.85545
3.3929,-17.163,1.7563,0.85293
3.5714,-20,1.7372,0.84892
3.75,-22.821,1.7182,0.84496
3.9286,-25.623,1.699,0.84118
4.1071,-27.55,1.6865,0.83851
4.2857,-30.413,1.6667,0.83493
4.4643,-32.3,1.6539,0.8322
4.6429,-35.119,1.635,0.82829
4.8214,-36.994,1.6222,0.82568
5,-39.809,1.6031,0.82161
5.1786,-42.771,1.5853,0.81914
5.3571,-44.661,1.5728,0.81652
5.5357,-47.252,1.5524,0.8117
5.7143,-50.019,1.5339,0.80681
5.8929,-51.889,1.5212,0.80437
6.0714,-54.695,1.5025,0.80046
6.25,-57.485,1.4836,0.7964
6.4286,-59.316,1.4708,0.79401
6.6071,-62.096,1.4519,0.79025
6.7857,-64.89,1.4329,0.78628
6.9643,-66.765,1.4203,0.78372
7.1429,-69.497,1.4013,0.78006
7.3214,-71.353,1.3888,0.77742
7.5,-74.143,1.3698,0.77351
7.6786,-76.872,1.3507,0.76993
7.8571,-79.641,1.3318,0.76617
8.0357,-82.38,1.3128,0.76244
8.2143,-85.135,1.2939,0.75863
8.3929,-86.973,1.2815,0.75627
8.5714,-89.706,1.2626,0.75254
8.75,-91.52,1.2496,0.75012
8.9286,-94.262,1.2309,0.74639
9.1071,-96.967,1.2121,0.74283
9.2857,-98.748,1.1996,0.74037
9.4643,-101.36,1.1809,0.73669
9.6429,-103.83,1.1626,0.73301
9.8214,-105.51,1.1507,0.7308
10,-107.94,1.1327,0.72723
